# m1,m0,ms,tau,m2,lambdauv,chxx10,ychi20,ychi21,sina,xsec_pb,eff,efferror
2.139e+02,1.139e+02,5.000e+02,6.671e-08,2.209e+02,4.218e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.873e+03,7.490e-04,1.199e-04
1.638e+02,1.138e+02,5.000e+02,3.334e-09,1.708e+02,1.203e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,3.993e+03,0.000e+00,0.000e+00
1.638e+02,1.138e+02,5.000e+02,6.669e-09,1.708e+02,1.701e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,3.991e+03,0.000e+00,0.000e+00
1.638e+02,1.138e+02,5.000e+02,1.334e-08,1.708e+02,2.406e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,4.012e+03,5.736e-05,3.312e-05
1.638e+02,1.138e+02,5.000e+02,2.668e-08,1.708e+02,3.402e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,4.001e+03,3.837e-05,2.713e-05
1.638e+02,1.138e+02,5.000e+02,4.002e-08,1.708e+02,4.167e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,4.015e+03,1.912e-05,1.912e-05
1.638e+02,1.138e+02,5.000e+02,5.336e-08,1.708e+02,4.812e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,3.985e+03,3.850e-05,2.723e-05
1.638e+02,1.138e+02,5.000e+02,6.669e-08,1.708e+02,5.380e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,4.020e+03,3.823e-05,2.703e-05
1.638e+02,6.381e+01,5.000e+02,3.336e-09,1.708e+02,7.708e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,3.852e+03,0.000e+00,0.000e+00
1.638e+02,6.381e+01,5.000e+02,6.671e-09,1.708e+02,1.090e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,3.862e+03,0.000e+00,0.000e+00
1.638e+02,6.381e+01,5.000e+02,1.334e-08,1.708e+02,1.542e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,3.864e+03,9.537e-05,4.265e-05
1.638e+02,6.381e+01,5.000e+02,2.668e-08,1.708e+02,2.180e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,3.846e+03,2.302e-04,6.644e-05
1.638e+02,6.381e+01,5.000e+02,4.003e-08,1.708e+02,2.670e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,3.861e+03,2.295e-04,6.624e-05
1.638e+02,6.381e+01,5.000e+02,5.337e-08,1.708e+02,3.083e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,3.838e+03,2.687e-04,7.182e-05
1.638e+02,6.381e+01,5.000e+02,6.671e-08,1.708e+02,3.447e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,3.875e+03,2.473e-04,6.859e-05
4.940e+02,4.440e+02,1.000e+03,3.334e-09,5.010e+02,1.443e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,4.129e+00,0.000e+00,0.000e+00
4.940e+02,4.440e+02,1.000e+03,6.669e-09,5.010e+02,2.041e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,4.151e+00,8.289e-05,3.707e-05
4.940e+02,4.440e+02,1.000e+03,1.334e-08,5.010e+02,2.886e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,4.148e+00,4.469e-04,8.600e-05
4.940e+02,4.440e+02,1.000e+03,2.668e-08,5.010e+02,4.082e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,4.132e+00,7.989e-04,1.153e-04
4.940e+02,4.440e+02,1.000e+03,4.001e-08,5.010e+02,5.000e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,4.138e+00,9.134e-04,1.232e-04
4.940e+02,4.440e+02,1.000e+03,5.335e-08,5.010e+02,5.773e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,4.143e+00,6.971e-04,1.076e-04
4.940e+02,4.440e+02,1.000e+03,6.669e-08,5.010e+02,6.454e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,4.133e+00,6.810e-04,1.064e-04
4.940e+02,3.940e+02,1.000e+03,3.335e-09,5.010e+02,1.244e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,4.009e+00,0.000e+00,0.000e+00
4.940e+02,3.940e+02,1.000e+03,6.670e-09,5.010e+02,1.760e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,4.007e+00,1.164e-04,4.400e-05
4.940e+02,3.940e+02,1.000e+03,1.334e-08,5.010e+02,2.489e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,3.993e+00,1.301e-03,1.473e-04
4.940e+02,3.940e+02,1.000e+03,2.668e-08,5.010e+02,3.520e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,4.029e+00,2.617e-03,2.082e-04
4.940e+02,3.940e+02,1.000e+03,4.002e-08,5.010e+02,4.311e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,4.019e+00,2.915e-03,2.197e-04
4.940e+02,3.940e+02,1.000e+03,5.336e-08,5.010e+02,4.978e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,4.019e+00,2.684e-03,2.109e-04
4.940e+02,3.940e+02,1.000e+03,6.670e-08,5.010e+02,5.566e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,4.011e+00,2.809e-03,2.161e-04
4.808e+02,4.308e+02,1.000e+03,3.335e-09,4.878e+02,1.434e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,9.150e+00,0.000e+00,0.000e+00
4.808e+02,4.308e+02,1.000e+03,6.669e-09,4.878e+02,2.028e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,9.111e+00,9.866e-05,4.028e-05
4.808e+02,4.308e+02,1.000e+03,1.334e-08,4.878e+02,2.869e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,9.112e+00,5.272e-04,9.320e-05
4.808e+02,4.308e+02,1.000e+03,2.668e-08,4.878e+02,4.057e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,9.112e+00,1.054e-03,1.317e-04
4.808e+02,4.308e+02,1.000e+03,4.001e-08,4.878e+02,4.969e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,9.166e+00,1.147e-03,1.371e-04
4.808e+02,4.308e+02,1.000e+03,5.335e-08,4.878e+02,5.737e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,9.126e+00,1.119e-03,1.356e-04
4.808e+02,4.308e+02,1.000e+03,6.669e-08,4.878e+02,6.414e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,9.148e+00,9.184e-04,1.227e-04
4.808e+02,3.808e+02,1.000e+03,3.335e-09,4.878e+02,1.235e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,8.795e+00,0.000e+00,0.000e+00
